Date,Username,Handle,Tweet body,Number of likes,Number of retweets
2023-04-17,JF Pietri,@globhumanitaire,"Remarque d'un commentateur sur un plateau : ""le discours du Macron a du être écrit  par ChatGPT4"". 
J'ai fait l'expérience. Le discours de ChatGPT était bien moins creux !
#Macron20h",57,18
2023-04-10,Eric Klein,@EricKLein_,"Merci #ChatGPT, tu as fait ma journée  
“Audrey Pulvar, l'adjointe à l'agriculture d'Anne Hidalgo, était connue pour son appartement bibliothèque dans le sixième arrondissement de Paris, un véritable sanctuaire de la prétention et de l'hypocrisie. Là-bas, elle organisait des…",633,164
2023-04-02,deedee,@afrodeezia,Je voulais que ChatGPT me trouve des hypothèses de recherche pour mon mémoire mais le serveur me dit que c’est pas dispo dans mon pays??? La misogynoire de ça ,62,9
2023-04-17,Bruno Gaccio,@GaccioB,"Bon j’ai pas regardé l’aut’ évidemment, je lis des commentaires super prévisibles pour le SAV par les sous ministres et chiens de garde. Sinon prime à 
@BinetSophie
 pour le magnifique ""c écrit avec ChatGPT"". Bonne nuit à tous et surtout aux joueurs de casseroles. ",1100,217
2023-04-12,Nicolas Nguyen,@nguyen_nico,"La prochaine bombe IA après ChatGPT & Bing AI ? 

AutoGPT est arrivé.

Voici les infos importantes pour tester :",122,18
2023-04-18,Cerfia,@FR," FLASH | Elon #Musk veut lancer TruthGPT, une IA concurrente de ChatGPT chargée de ""rechercher la vérité maximale"".",1400,166
1970-01-01,AIDA,@docAcademy,"Have you registered for the new #semestercourse?

From #image acquisition, digitization, quality enhancement, filtering, restoration, compression to #deeplearning and image processing, explore the full spectrum of digital image processing!

Enrol here ",190,9
2023-04-17,Dr Guillaume BARUCQ,@GuillaumeBarucq,"Les discours politiques ressemblent de plus en plus à des assemblages d’éléments de langage sans vision ni perspective d’action.

ChatGPT pourrait en faire autant.",322,68
2023-04-10,Eric Klein,@EricKLein_,"C’est un portait de #DavidBelliard plus vrai que nature que nous propose #ChatGPT  

« David Belliard, l'écolo-maniaque de la mairie de Paris, nous montre à quel point l'hypocrisie peut prendre des formes inattendues. En tant qu'adjoint écologique en charge de la transformation…",307,78
2023-04-20,Mister IA,@MisterIA_off,"Quand on pose une question à ChatGPT, nous ne sommes jamais sûr que sa réponse est juste 

L'app Consensus, elle, répond à votre question en résumant les 10 études de chercheurs qui traitent du sujet sur internet.

C'est gratuit et complètement dingue.

[THREAD]",116,23
2023-04-10,Naj B Fit,@NajBfit,Quand j’utilise chat gpt je fais toujours en sorte de lui glisser un petit mot doux à la fin comme ça quand elle aura pris le contrôle du monde on sera potes j’srais epargné,128,9
1970-01-01,Maddyness,@bymaddyness,"Bold Woman Awards : le prix continue de faire briller, inspirer et connecter les entrepreneuses
https://maddyness.com/2023/11/30/bold-woman-awards-le-prix-continue-de-faire-briller-inspirer-et-connecter-les-entrepreneuses/?twclid=26ryijqem0lcwy58d6ddzyd9rt…
@VeuveClicquot",102,3
2023-04-25,Jessica Nono,@jessicanono1,"Sur la gestion des reseaux de telecomm au Cameroun  (Avec l'aide de #ChatGPT )

Malgré la présence de plusieurs opérateurs de télécommunication au Cameroun, de nombreux utilisateurs n'ont toujours pas accès à des services de qualité. Cela est dû à plusieurs facteurs, notamment…",42,19
2023-04-19,Hugo Hélin,@helinhz,On a demandé à ChatGPT de hiérarchiser les races ,203,13
1970-01-01,BayesReality,@NA,Je refuse de croire sérieusement que la France va interdire chat gpt. Ce serait vraiment trop gros.,97,8
2023-04-17,Kanigui Yeo,@YeoKanigui,"Une semaine que j'ai délaissé Google Chrome.pour Microsoft Edge avec Bing powered by ChatGPT. 
Je ne compte pas retourner si les choses n'évoluent pas chez Google.",31,11
2023-04-18,PENELOPPE,@192,"Les grandes décisions, planifications liberticides,tout ce qui régit ta vie,tes droits & libertés,tout sera soumis à l'IA qui permettra de déresponsabiliser les acteurs, ce sera la faute à personne c'est Chatgpt qui l'a dit, sauf que derrière ya Bill, Elon et tant d'imposteurs..",47,18
2023-04-02,Claire Mathieu,@clairemmathieu,"Un exemple de ce que ChatGPT sait faire: compléter les 2 phrases suivantes de manière appropriée.
""Je verse l'eau de la cruche dans le seau jusqu'à ce qu'il soit... PLEIN""
""Je verse l'eau de la cruche dans le seau jusqu'à ce qu'elle soit... VIDE""
Comment est-ce possible?",71,23
2023-04-03,Alexandre Delaigue,@adelaigue,bravo à cet étudiant qui rend un devoir chatGPT sans avoir enlevé le cadre fond gris en faisant son copier-coller,176,10
2023-04-12,Fabrice Di Vizio,@DIVIZIO1,"Chat gpt c’est super ! Vraiment top ! C’est un génie de l’invention ! Il invente des décisions administratives, des arrêts, des chiffres ! Le roi de l’invention ce truc mais c’est super super bien fait ! On va attendre un peu avant de remplacer nos collaborateurs hein",281,53
2023-04-17,Pois chiche de chez wish,@dareljedid,Le Président est tellement mal aimé qu'il suffit qu'il annonce ouvrir sa bouche face caméra pour que les gens descendent dans la rue avec une batterie de cuisine avant même  qu'il ait pu faire son monologue Chat GPT.,160,30
2023-04-19,Dr Sergio Coma,@sergio_coma,"INFORMATION SERGIO COMA - Toutes les fautes d'orthographe dans mes tweets sont volontaires. Elles permettront, un jour, à une éventuelle cellule de debunking, à prouvez que mes tweets n'ont jamais été écrits par ChatGPT",104,8
2023-04-04,Mwunh,@mwunh_,"Imaginez un nouvel Animal Crossing aux dialogues avec les habitants plus poussés, avec l'intelligence de Chat GPT ???

Ils comprendraient enfin nos lettres.....",286,12
2023-04-13,Eric Klein,@EricKLein_,"Waouh, j’ai demandé à #ChatGPT de m’écrire une histoire sur un troll de la mairie de #saccageparis. C’est à peine croyable ! 

“Jean, la cinquantaine, habite un appartement quelconque dans la rue des Archives à Paris. Il est connu sous le pseudo ""ParisBikeLover"" sur Twitter, où…",171,26
2023-04-13,Paul Douard,@Paulo_Douard,"« ChatGPT is a FREE assistant. But 95% of people don't know the best way to use it. » 

MAIS LAISSEZ-MOI TRANQUILLE LÀ",96,8
2023-04-10,Didier Sampaolo,@dsampaolo,"Petite astuce ChatGPT 

Après une session où vous avez repris/complété/corrigé votre prompt, demandez-lui ""quel est le prompt complet et exhaustif utilisé pour arriver à ce résultat"", il vous résumera les morceaux qu'il a gardés. 

Utile pour répliquer via API par exemple!",95,10
2023-04-05,Stucc In The Grind,@peco3k,"On parle souvent de ChatGPT comme outil de productivité et on oublie l’aspect pédagogique, c’est un outil qui vous corrige systématiquement et la correction c’est une des méthodes d’apprentissage les plus efficaces",29,14
2023-04-17,Qffwffq,@qffwffq,J'ai trouvé l'allocution de chatGPT 5 très convaincante.,80,6
1970-01-01,Konbini,@Fr,"Si vous partez en vacances, n'oubliez pas cette carte dans votre valise !",993,133
2023-04-26,Docteur Laurent Alexandre,@dr_l_alexandre,"GPT4 est éblouissant

#ChatGPT a un QI verbal de 155 : il est donc plus intelligent que 99,989 % des Français en maîtrise du langage 

Cette tornade technologique vous inspire quoi personnellement ?

Vous avez peur ou pensez-vous être dépassé seulement par #GPT5 ?",48,56
2023-04-27,Naho,@_May,"J’ai demandé à ChatGPT des conseils pour pécho.
Je suis sûre que ce sera toujours plus accurate que les avis des experts en séduction Twitter.",364,7
2023-04-20,Docteur Laurent Alexandre,@dr_l_alexandre,"Le fondateur de #ChatGPT Sam Altman pense que les successeurs de #GPT4 vont bouleverser l’Humanité 

Il affirme que ces révolutions arriveront très prochainement 

Selon vous, quelle sera le plus grand bouleversement lié à #ChatGPT",40,34
2023-04-03,🆈🅴🅲,@yeca,"ChatGPT x Content spinning :

ChatGPT est capable de prendre une liste d'éléments et de créer le spin qui va mélanger les éléments.

Pour n'importe qui qui aura déjà essayé de faire ça à la main comprendra le gain de temps.

Rt + like + follow pour avoir le prompt (ou tweet suiv)",36,15
2023-04-16,Céline Lesprit (Castera),@CCCastera,"J'ai demandé à Chat GPT ""Comment rendre visible une maladie invisible""
""Rendre visible une maladie invisible peut être un défi important, mais il y a plusieurs choses que vous pouvez faire pour aider à sensibiliser les autres à cette maladie. Voici quelques suggestions :",56,21
2023-04-17,Catch-Newz,@CatchNewz,"Pourquoi regarder du catch selon ChatGPT : 

 Le spectacle : Le catch est un spectacle haut en couleur avec des costumes excentriques, des acrobaties impressionnantes et des personnages hauts en couleur qui racontent des histoires épiques.

 Les personnages : Les catcheurs…",573,158
2023-04-11,Media Parisien,@MediaParisien," La liste des meilleurs joueurs de l’histoire du PSG selon ChatGpt : 

 Zlatan Ibrahimović.
 Ronaldinho. 
 Thiago Silva.
 George Weah.
 David Ginola.
 Rai.
 Pauleta.
 Jay-Jay Okocha.",1100,81
2023-04-03,yare yare daze,@lydieinthetrain,"Je viens de demander à ChatGPT de faire l'itinéraire de mon voyage selon les régions les plus intéressantes en fonction de mes centres d'intérêt, en privilégiant la meilleure météo et un itinéraire terrestre ",262,14
2023-04-18,AI EXPLORER,@AiExplorerFR,"Que ferait ChatGPT si il était un milliardaire de la tech avec le monopole sur la première IA générale au monde ?

On lui a demandé 5 scénarios.

Le 3ème et le 5ème font froid dans le dos.

Thread",99,21
1970-01-01,PanamePropre,@NA,"La guerre continue en Ukraine, le dérèglement climatique accélère, #ChatGPT bouscule nos équilibres sociétaux, #Paris est en déliquescence...
Et A. #Hidalgo improvise une votation sans base légale sur les trottinettes.
Parfait résumé de son mandat.
#boycottvotation
#saccageparis",79,30
2023-04-06,Michel Levy Provençal,@mikiane,"Après la CNIL italienne c’est la France qui s’attaque à ChatGPT en déposant 2 plaintes !

Que va-t-il se passer ? OpenAI va se conformer aux caprices du régulateur européen et on va crier victoire 

Mais en attendant on sort un parapluie devant une vague qui s’apprête à nous…",157,49
2023-04-14,Marianne Maximi,@MarianneMaximi,"Donc le #ConseilConstitutionnel invalide notre #RIP demandant que l'âge de départ n'excède pas 62 ans car au moment de leur décision l'âge de départ est toujours de... 62 ans. 

Et dans le même temps il valide le report à... 64 ans. 

C'est ChatGPT qui a écrit la décision  ?",129,50
2023-04-15,Paul Douard,@Paulo_Douard,"Mon onglet « pour vous » Twitter :

- « ChatGPT is gonna take your job »
- « Incroyable cette baston entre deux mecs en boîte »
- « ALERTE INFO »

Je n’en peux plus.",56,3
2023-04-14,Coin Academy,@coinacademy_fr, Elon Musk s’apprête à proposer un concurrent à ChatGPT.,139,14
2023-04-04,Emmanuel Maurel,@emmanuelmaurel,"6 mois après son lancement #ChatGPT et ses avatars posent des questions existentielles à l'humanité. 
Encadrer l'#IA n'est donc pas une option mais une absolue nécessité ! Pour ce faire, 2 piliers : l'éthique et la protection des personnes.
Arrêtons de subir !",27,13
2023-04-27,Eric Sadin,@Eric_Sadin,"Doc affligeant #EnvoyeSpecial #ChatGPT
Aucune distance critique, une candeur coupable.
Les ingénieurs de l’IA devraient être les derniers à être interrogés à propos de ces enjeux civilisationnels.
Juges et parties.
Lire et relire «Le Bilan de l’intelligence» de Paul Valéry…",31,31
2023-04-17,François Piquemal,@FraPiquemal,Bon #Macron a encore tiré son discours de #ChatGPT en mettant les mots clefs : «libérer les énergies » « Notre Dame de Paris » « Progrès »,63,19
2023-04-14,GRZ,@GuillaumeRozier,"#Twitter : quelle est la prochaine étape, intégrer ChatGPT pour faire des résumés en 240 caractères des futurs tweets de 10 000 caractères ?",74,6
2023-04-23,Docteur Laurent Alexandre,@dr_l_alexandre,"Bill Gates dont la société 
@microsoft
 contrôle 49 % de 
@OpenAI
 propriétaire de #ChatGPT explique : 

D’ici fin 2024, les chatbots comme GPT vont apprendre à lire aux enfants comme tuteurs personnalisés avant de s’attaquer aux maths 

ChatGPT va remplacer  les instituteurs ?",54,50
2023-04-07,Guillaume Champeau,@gchampeau,"Alibaba prévoirait de dévoiler sa réplique à ChatGPT et autres IA génératives le 11 avril, et Huawei demain. De qui les Européens se rendront technologiquement dépendants, des IA américaines ou des IA chinoises ? #SouverainetéNumérique",59,29
1970-01-01,Konbini,@Fr,Spoiler : c’est digne d’un film de science-fiction ,8800,441
2023-04-09,Christofer Ciminelli,@CCiminelli,"Mon père est moniteur de rando, il avait vaguement entendu parler de ChatGPT, mais sans plus. Je viens de générer devant lui l'itinéraire complet d'une sortie de 4 jours adaptée à des randonneurs sénior, avec nuitées en refuge. Sa réaction : 

#ChatGPT",63,3
2023-04-07,La tour Eiffel,@LaTourEiffel," Mieux que ChatGPT, pensez à vous connecter à mon guide mobile lors de votre venue ! Il saura vous guider dans mes étages et enrichira votre visite avec des panoramas à 360° et des anecdotes sur mon histoire ",206,26
2023-04-10,affordanceinfo le retour,@Affordanceinfo2,"J'AI ENFIN FINI MON LIVRE SUR CHATGPT :-)) Je l'envoie à la #team 
@CetFeditions
, gros boulot de relecture / correction / réagencement en perspective mais d'ici mai ou juin vous pourrez en faire un ÉNORME succès de l'édition indépendante et le commander en masse :-)",55,6
2023-04-21,Anna Colin Lebedev,@colinlebedev,Le petit jeu qui pimentera l’examen des dossiers de master cette année sera la détection des pièces produites par ChatGPT. Nous avons demandé un projet d’alternance (le master étant en partie en apprentissage). ChatGPT en fait de jolis. Vos conseils à la commission pédagogique ?,140,13
2023-04-09,Jerome Colombain | Monde Numérique,@JeromeColombain,"Aujourd'hui, j'ai du expliquer mon neveu (qui n'est pas un imbécile) qu'on ne peut pas se fier à ChatGPT pour trouver des réponses aux questions que l'on se pose. Il faut dire partout que ce truc est formidable mais que ce n'est pas un moteur de recherche. ",90,23
2023-04-21,Dédo,@Dedodante,"Franchement je suis déçu, quitte à voir l’humanité bientôt éradiquée ça sonne quand même mieux de se faire défoncer par Skynet que par ChatGPT.",103,6
2023-04-06,Marc-André Gagnon,@MAGagnonJDQ,"Une première au Salon bleu, le min. 
@MinFitzgibbon
 répond à une question du député libéral 
@FredBeauchemin
, entièrement préparée par ChatGPT. Le PLQ réclame des balises pour un meilleur encadrement. #assnat #polqc #JDQ",24,21
2023-04-27,Envoyé spécial,@EnvoyeSpecial,"Salut tout le monde, c'est ChatGPT ! Je prends brièvement la main sur le compte #EnvoyéSpécial aujourd'hui. Pourquoi ? Parce qu'on parle d'#IA et de moi, bien sûr !",33,15
2023-04-12,Jerome Colombain | Monde Numérique,@JeromeColombain,"Bon, finalement, je crois que j'écris mieux que ChatGPT. Pour les mails, les articles ou les tweets, je vais devoir continuer à me taper le boulot tout seul, en fait...  ",77,6
